country,year,quarter,hpi,inflation,interest_rate,date,hpi_qoq_change,inflation_qoq_change,interest_rate_qoq_change,hpi_yoy_change,inflation_yoy_change,interest_rate_yoy_change
PT,2009,Q1,105.67,-0.1333333333333333,1.11,2009-01-01,0.89,-108.51,-60.22,-3.26,-104.44,-63.0
PT,2009,Q2,106.65,-1.1333333333333335,0.27,2009-04-01,0.93,750.0,-75.68,-2.68,-139.08,-91.0
PT,2009,Q3,106.7,-1.5,0.25,2009-07-01,0.05,32.35,-7.41,0.13,-147.87,-92.26
PT,2009,Q4,107.13,-0.8333333333333334,0.25,2009-10-01,0.4,-44.44,0.0,2.28,-153.19,-91.04
PT,2010,Q1,107.74,0.3,0.25,2010-01-01,0.57,-136.0,0.0,1.96,-325.0,-77.48
PT,2010,Q2,108.16,0.9666666666666668,0.25,2010-04-01,0.39,222.22,0.0,1.42,-185.29,-7.41
PT,2010,Q3,107.32,1.9666666666666668,0.25,2010-07-01,-0.78,103.45,0.0,0.58,-231.11,0.0
PT,2010,Q4,106.21,2.3000000000000003,0.25,2010-10-01,-1.03,16.95,0.0,-0.86,-376.0,0.0
PT,2011,Q1,105.45,3.6666666666666665,0.25,2011-01-01,-0.72,59.42,0.0,-2.13,1122.22,0.0
PT,2011,Q2,103.18,3.6666666666666665,0.47,2011-04-01,-2.15,0.0,88.0,-4.6,279.31,88.0
PT,2011,Q3,101.49,3.1,0.72,2011-07-01,-1.64,-15.45,53.19,-5.43,57.63,188.0
PT,2011,Q4,98.25,3.766666666666667,0.56,2011-10-01,-3.19,21.51,-22.22,-7.49,63.77,124.0
PT,2012,Q1,96.84,3.3000000000000003,0.25,2012-01-01,-1.44,-12.39,-55.36,-8.17,-10.0,0.0
PT,2012,Q2,94.64,2.766666666666667,0.25,2012-04-01,-2.27,-16.16,0.0,-8.28,-24.55,-46.81
PT,2012,Q3,93.7,2.9333333333333336,0.03,2012-07-01,-0.99,6.02,-88.0,-7.68,-5.38,-95.83
PT,2012,Q4,94.31,2.033333333333333,0.0,2012-10-01,0.65,-30.68,-100.0,-4.01,-46.02,-100.0
PT,2013,Q1,92.45,0.4333333333333333,0.0,2013-01-01,-1.97,-78.69,,-4.53,-86.87,-100.0
PT,2013,Q2,92.25,0.8333333333333334,0.0,2013-04-01,-0.22,92.31,,-2.53,-69.88,-100.0
PT,2013,Q3,92.75,0.4333333333333333,0.0,2013-07-01,0.54,-48.0,,-1.01,-85.23,-100.0
PT,2013,Q4,94.89,0.1,0.0,2013-10-01,2.31,-76.92,,0.61,-95.08,
PT,2014,Q1,96.16,-0.1333333333333333,0.0,2014-01-01,1.34,-233.33,,4.01,-130.77,
PT,2014,Q2,97.7,-0.1999999999999999,-0.02,2014-04-01,1.6,50.0,-inf,5.91,-124.0,-inf
PT,2014,Q3,97.31,-0.2666666666666666,-0.12,2014-07-01,-0.4,33.33,500.0,4.92,-161.54,-inf
PT,2014,Q4,96.98,-0.0333333333333333,-0.2,2014-10-01,-0.34,-87.5,66.67,2.2,-133.33,-inf
PT,2015,Q1,96.94,-0.0333333333333333,-0.2,2015-01-01,-0.04,0.0,0.0,0.81,-75.0,-inf
PT,2015,Q2,100.57,0.7666666666666666,-0.2,2015-04-01,3.74,-2400.0,0.0,2.94,-483.33,900.0
PT,2015,Q3,100.65,0.7666666666666666,-0.2,2015-07-01,0.08,0.0,0.0,3.43,-387.5,66.67
PT,2015,Q4,101.84,0.5333333333333333,-0.23,2015-10-01,1.18,-30.43,15.0,5.01,-1700.0,15.0
PT,2016,Q1,103.67,0.4666666666666666,-0.32,2016-01-01,1.8,-12.5,39.13,6.94,-1500.0,60.0
PT,2016,Q2,106.91,0.5333333333333333,-0.4,2016-04-01,3.13,14.29,25.0,6.3,-30.43,100.0
PT,2016,Q3,108.31,0.7333333333333334,-0.4,2016-07-01,1.31,37.5,0.0,7.61,-4.35,100.0
PT,2016,Q4,109.57,0.8333333333333334,-0.4,2016-10-01,1.16,13.64,0.0,7.59,56.25,73.91
PT,2017,Q1,111.89,1.4333333333333331,-0.4,2017-01-01,2.12,72.0,0.0,7.93,207.14,25.0
PT,2017,Q2,115.51,1.7,-0.4,2017-04-01,3.24,18.6,0.0,8.04,218.75,0.0
PT,2017,Q3,119.6,1.3,-0.4,2017-07-01,3.54,-23.53,0.0,10.42,77.27,0.0
PT,2017,Q4,121.06,1.7666666666666666,-0.4,2017-10-01,1.22,35.9,0.0,10.49,112.0,0.0
PT,2018,Q1,125.58,0.8666666666666667,-0.4,2018-01-01,3.73,-50.94,0.0,12.24,-39.53,0.0
PT,2018,Q2,128.49,1.2333333333333334,-0.4,2018-04-01,2.32,42.31,0.0,11.24,-27.45,0.0
PT,2018,Q3,129.72,1.7666666666666668,-0.4,2018-07-01,0.96,43.24,0.0,8.46,35.9,0.0
PT,2018,Q4,132.34,0.7666666666666666,-0.4,2018-10-01,2.02,-56.6,0.0,9.32,-56.6,0.0
PT,2019,Q1,137.14,0.7666666666666666,-0.4,2019-01-01,3.63,0.0,0.0,9.21,-11.54,0.0
PT,2019,Q2,140.65,0.6333333333333333,-0.4,2019-04-01,2.56,-17.39,0.0,9.46,-48.65,0.0
PT,2019,Q3,143.67,-0.3666666666666667,-0.41,2019-07-01,2.15,-157.89,2.5,10.75,-120.75,2.5
PT,2019,Q4,146.07,0.1666666666666666,-0.5,2019-10-01,1.67,-145.45,21.95,10.37,-78.26,25.0
PT,2020,Q1,151.67,0.4666666666666667,-0.5,2020-01-01,3.83,180.0,0.0,10.6,-39.13,25.0
PT,2020,Q2,154.34,-0.1666666666666666,-0.5,2020-04-01,1.76,-135.71,0.0,9.73,-126.32,25.0
PT,2020,Q3,153.61,-0.3666666666666667,-0.5,2020-07-01,-0.47,120.0,0.0,6.92,0.0,21.95
PT,2020,Q4,157.69,-0.4333333333333333,-0.5,2020-10-01,2.66,18.18,0.0,7.96,-360.0,0.0
PT,2021,Q1,161.7,0.1999999999999999,-0.5,2021-01-01,2.54,-146.15,0.0,6.61,-57.14,0.0
PT,2021,Q2,166.4,-0.0666666666666666,-0.5,2021-04-01,2.91,-133.33,0.0,7.81,-60.0,0.0
PT,2021,Q3,171.3,1.2333333333333334,-0.5,2021-07-01,2.94,-1950.0,0.0,11.52,-436.36,0.0
PT,2021,Q4,175.96,2.4,-0.5,2021-10-01,2.72,94.59,0.0,11.59,-653.85,0.0
PT,2022,Q1,182.64,4.433333333333334,-0.5,2022-01-01,3.8,84.72,0.0,12.95,2116.67,0.0
PT,2022,Q2,188.31,8.166666666666666,-0.5,2022-04-01,3.1,84.21,0.0,13.17,-12350.0,0.0
PT,2022,Q3,193.82,9.5,0.0,2022-07-01,2.93,16.33,-100.0,13.15,670.27,-100.0
PT,2022,Q4,195.91,10.2,1.3,2022-10-01,1.08,7.37,inf,11.34,325.0,-360.0
PT,2023,Q1,198.55,8.4,2.34,2023-01-01,1.35,-17.65,80.0,8.71,89.47,-568.0
PT,2023,Q2,204.74,5.666666666666667,3.17,2023-04-01,3.12,-32.54,35.47,8.72,-30.61,-734.0
PT,2023,Q3,208.48,4.8,3.69,2023-07-01,1.83,-15.29,16.4,7.56,-49.47,inf
PT,2023,Q4,211.27,2.4333333333333336,4.0,2023-10-01,1.34,-49.31,8.4,7.84,-76.14,207.69
PT,2024,Q1,212.45,2.466666666666667,4.0,2024-01-01,0.56,1.37,0.0,7.0,-70.63,70.94
PT,2024,Q2,220.74,3.0666666666666664,3.95,2024-04-01,3.9,24.32,-1.25,7.81,-45.88,24.61
PT,2024,Q3,228.89,2.3666666666666667,3.71,2024-07-01,3.69,-22.83,-6.08,9.79,-50.69,0.54
PT,2024,Q4,235.68,2.8000000000000003,3.27,2024-10-01,2.97,18.31,-11.86,11.55,15.07,-18.25
PT,2025,Q1,247.05,2.3666666666666667,2.79,2025-01-01,4.82,-15.48,-14.68,16.29,-4.05,-30.25
PT,2025,Q2,258.78,1.9666666666666668,2.26,2025-04-01,4.75,-16.9,-19.0,17.23,-35.87,-42.78
PT,2025,Q3,269.35,2.3000000000000003,2.0,2025-07-01,4.08,16.95,-11.5,17.68,-2.82,-46.09
RO,2009,Q1,132.7,6.8,1.11,2009-01-01,,,,,,
RO,2009,Q2,126.97,6.033333333333334,0.27,2009-04-01,-4.32,-11.27,-75.68,,,
RO,2009,Q3,126.51,4.933333333333334,0.25,2009-07-01,-0.36,-18.23,-7.41,,,
RO,2009,Q4,130.93,4.533333333333333,0.25,2009-10-01,3.49,-8.11,0.0,,,
RO,2010,Q1,123.93,4.633333333333334,0.25,2010-01-01,-5.35,2.21,0.0,-6.61,-31.86,-77.48
RO,2010,Q2,121.99,4.333333333333333,0.25,2010-04-01,-1.57,-6.47,0.0,-3.92,-28.18,-7.41
RO,2010,Q3,117.48,7.466666666666666,0.25,2010-07-01,-3.7,72.31,0.0,-7.14,51.35,0.0
RO,2010,Q4,114.77,7.833333333333333,0.25,2010-10-01,-2.31,4.91,0.0,-12.34,72.79,0.0
RO,2011,Q1,110.14,7.533333333333334,0.25,2011-01-01,-4.03,-3.83,0.0,-11.13,62.59,0.0
RO,2011,Q2,108.11,8.299999999999999,0.47,2011-04-01,-1.84,10.18,88.0,-11.38,91.54,88.0
RO,2011,Q3,102.31,4.233333333333333,0.72,2011-07-01,-5.36,-49.0,53.19,-12.91,-43.3,188.0
RO,2011,Q4,98.75,3.4333333333333336,0.56,2011-10-01,-3.48,-18.9,-22.22,-13.96,-56.17,124.0
RO,2012,Q1,101.74,2.6666666666666665,0.25,2012-01-01,3.03,-22.33,-55.36,-7.63,-64.6,0.0
RO,2012,Q2,101.15,2.033333333333333,0.25,2012-04-01,-0.58,-23.75,0.0,-6.44,-75.5,-46.81
RO,2012,Q3,97.44,4.166666666666667,0.03,2012-07-01,-3.67,104.92,-88.0,-4.76,-1.57,-95.83
RO,2012,Q4,97.71,4.666666666666667,0.0,2012-10-01,0.28,12.0,-100.0,-1.05,35.92,-100.0
RO,2013,Q1,100.99,4.8,0.0,2013-01-01,3.36,2.86,,-0.74,80.0,-100.0
RO,2013,Q2,100.42,4.433333333333334,0.0,2013-04-01,-0.56,-7.64,,-0.72,118.03,-100.0
RO,2013,Q3,98.04,2.3666666666666667,0.0,2013-07-01,-2.37,-46.62,,0.62,-43.2,-100.0
RO,2013,Q4,97.59,1.2666666666666666,0.0,2013-10-01,-0.46,-46.48,,-0.12,-72.86,
RO,2014,Q1,98.37,1.2666666666666666,0.0,2014-01-01,0.8,0.0,,-2.59,-73.61,
RO,2014,Q2,96.88,1.2666666666666668,-0.02,2014-04-01,-1.51,0.0,-inf,-3.53,-71.43,-inf
RO,2014,Q3,96.01,1.5333333333333332,-0.12,2014-07-01,-0.9,21.05,500.0,-2.07,-35.21,-inf
RO,2014,Q4,97.62,1.4333333333333331,-0.2,2014-10-01,1.68,-6.52,66.67,0.03,13.16,-inf
RO,2015,Q1,101.01,0.5666666666666668,-0.2,2015-01-01,3.47,-60.47,0.0,2.68,-55.26,-inf
RO,2015,Q2,99.76,0.3333333333333333,-0.2,2015-04-01,-1.24,-41.18,0.0,2.97,-73.68,900.0
RO,2015,Q3,98.87,-1.5333333333333332,-0.2,2015-07-01,-0.89,-560.0,0.0,2.98,-200.0,66.67
RO,2015,Q4,100.36,-1.0,-0.23,2015-10-01,1.51,-34.78,15.0,2.81,-169.77,15.0
RO,2016,Q1,103.65,-2.0,-0.32,2016-01-01,3.28,100.0,39.13,2.61,-452.94,60.0
RO,2016,Q2,106.59,-2.1,-0.4,2016-04-01,2.84,5.0,25.0,6.85,-730.0,100.0
RO,2016,Q3,105.86,-0.0333333333333333,-0.4,2016-07-01,-0.68,-98.41,0.0,7.07,-97.83,100.0
RO,2016,Q4,107.7,-0.0666666666666666,-0.4,2016-10-01,1.74,100.0,0.0,7.31,-93.33,73.91
RO,2017,Q1,108.96,0.4000000000000001,-0.4,2017-01-01,1.17,-700.0,0.0,5.12,-120.0,25.0
RO,2017,Q2,114.27,0.6,-0.4,2017-04-01,4.87,50.0,0.0,7.21,-128.57,0.0
RO,2017,Q3,112.44,0.9333333333333332,-0.4,2017-07-01,-1.6,55.56,0.0,6.22,-2900.0,0.0
RO,2017,Q4,113.75,2.4,-0.4,2017-10-01,1.17,157.14,0.0,5.62,-3700.0,0.0
RO,2018,Q1,116.1,3.733333333333333,-0.4,2018-01-01,2.07,55.56,0.0,6.55,833.33,0.0
RO,2018,Q2,119.66,4.533333333333333,-0.4,2018-04-01,3.07,21.43,0.0,4.72,655.56,0.0
RO,2018,Q3,118.88,4.566666666666666,-0.4,2018-07-01,-0.65,0.74,0.0,5.73,389.29,0.0
RO,2018,Q4,119.83,3.466666666666667,-0.4,2018-10-01,0.8,-24.09,0.0,5.35,44.44,0.0
RO,2019,Q1,119.91,3.8,-0.4,2019-01-01,0.07,9.62,0.0,3.28,1.79,0.0
RO,2019,Q2,121.79,4.233333333333333,-0.4,2019-04-01,1.57,11.4,0.0,1.78,-6.62,0.0
RO,2019,Q3,123.57,3.9,-0.41,2019-07-01,1.46,-7.87,2.5,3.95,-14.6,2.5
RO,2019,Q4,125.49,3.6666666666666665,-0.5,2019-10-01,1.55,-5.98,21.95,4.72,5.77,25.0
RO,2020,Q1,129.62,3.1666666666666665,-0.5,2020-01-01,3.29,-13.64,0.0,8.1,-16.67,25.0
RO,2020,Q2,129.77,2.1,-0.5,2020-04-01,0.12,-33.68,0.0,6.55,-50.39,25.0
RO,2020,Q3,126.38,2.3666666666666667,-0.5,2020-07-01,-2.61,12.7,0.0,2.27,-39.32,21.95
RO,2020,Q4,127.97,1.7666666666666666,-0.5,2020-10-01,1.26,-25.35,0.0,1.98,-51.82,0.0
RO,2021,Q1,131.45,2.3333333333333335,-0.5,2021-01-01,2.72,32.08,0.0,1.41,-26.32,0.0
RO,2021,Q2,133.61,3.1333333333333333,-0.5,2021-04-01,1.64,34.29,0.0,2.96,49.21,0.0
RO,2021,Q3,133.78,4.333333333333333,-0.5,2021-07-01,0.13,38.3,0.0,5.86,83.1,0.0
RO,2021,Q4,137.51,6.633333333333333,-0.5,2021-10-01,2.79,53.08,0.0,7.45,275.47,0.0
RO,2022,Q1,139.82,8.233333333333333,-0.5,2022-01-01,1.68,24.12,0.0,6.37,252.86,0.0
RO,2022,Q2,144.94,12.366666666666667,-0.5,2022-04-01,3.66,50.2,0.0,8.48,294.68,0.0
RO,2022,Q3,143.2,13.233333333333334,0.0,2022-07-01,-1.2,7.01,-100.0,7.04,205.38,-100.0
RO,2022,Q4,146.83,14.066666666666668,1.3,2022-10-01,2.53,6.3,inf,6.78,112.06,-360.0
RO,2023,Q1,146.28,13.0,2.34,2023-01-01,-0.37,-7.58,80.0,4.62,57.89,-568.0
RO,2023,Q2,145.14,9.766666666666667,3.17,2023-04-01,-0.78,-24.87,35.47,0.14,-21.02,-734.0
RO,2023,Q3,150.02,9.133333333333333,3.69,2023-07-01,3.36,-6.48,16.4,4.76,-30.98,inf
RO,2023,Q4,152.28,7.400000000000001,4.0,2023-10-01,1.51,-18.98,8.4,3.71,-47.39,207.69
RO,2024,Q1,154.26,7.033333333333334,4.0,2024-01-01,1.3,-4.95,0.0,5.46,-45.9,70.94
RO,2024,Q2,155.06,5.766666666666667,3.95,2024-04-01,0.52,-18.01,-1.25,6.83,-40.96,24.61
RO,2024,Q3,155.86,5.3,3.71,2024-07-01,0.52,-8.09,-6.08,3.89,-41.97,0.54
RO,2024,Q4,158.36,5.3,3.27,2024-10-01,1.6,0.0,-11.86,3.99,-28.38,-18.25
RO,2025,Q1,161.75,5.2,2.79,2025-01-01,2.14,-1.89,-14.68,4.86,-26.07,-30.25
RO,2025,Q2,162.38,5.366666666666667,2.26,2025-04-01,0.39,3.21,-19.0,4.72,-6.94,-42.78
RO,2025,Q3,166.14,7.9,2.0,2025-07-01,2.32,47.2,-11.5,6.6,49.06,-46.09
SE,2005,Q1,49.47,0.7666666666666666,1.0,2005-01-01,,,,,,
SE,2005,Q2,51.12,0.5,1.0,2005-04-01,3.34,-34.78,0.0,,,
SE,2005,Q3,53.09,0.9666666666666668,1.0,2005-07-01,3.85,93.33,0.0,,,
SE,2005,Q4,54.48,1.1,1.07,2005-10-01,2.62,13.79,7.0,,,
SE,2006,Q1,56.39,1.2,1.32,2006-01-01,3.51,9.09,23.36,13.99,56.52,32.0
SE,2006,Q2,58.0,1.8666666666666665,1.54,2006-04-01,2.86,55.56,16.67,13.46,273.33,54.0
SE,2006,Q3,59.54,1.5,1.89,2006-07-01,2.66,-19.64,22.73,12.15,55.17,89.0
SE,2006,Q4,59.9,1.4,2.27,2006-10-01,0.6,-6.67,20.11,9.95,27.27,112.15
SE,2007,Q1,62.19,1.6333333333333335,2.55,2007-01-01,3.82,16.67,12.33,10.29,36.11,93.18
SE,2007,Q2,65.98,1.3666666666666665,2.8,2007-04-01,6.09,-16.33,9.8,13.76,-26.79,81.82
SE,2007,Q3,68.36,1.4,3.0,2007-07-01,3.61,2.44,7.14,14.81,-6.67,58.73
SE,2007,Q4,66.41,2.2666666666666666,3.0,2007-10-01,-2.85,61.9,0.0,10.87,61.9,32.16
SE,2008,Q1,66.61,3.0666666666666664,3.0,2008-01-01,0.3,35.29,0.0,7.11,87.76,17.65
SE,2008,Q2,67.9,3.6333333333333337,3.0,2008-04-01,1.94,18.48,0.0,2.91,165.85,7.14
SE,2008,Q3,67.42,4.033333333333333,3.23,2008-07-01,-0.71,11.01,7.67,-1.38,188.1,7.67
SE,2008,Q4,63.96,2.6666666666666665,2.79,2008-10-01,-5.13,-33.88,-13.62,-3.69,17.65,-7.0
SE,2009,Q1,65.72,2.066666666666667,1.11,2009-01-01,2.75,-22.5,-60.22,-1.34,-32.61,-63.0
SE,2009,Q2,67.65,1.7,0.27,2009-04-01,2.94,-17.74,-75.68,-0.37,-53.21,-91.0
SE,2009,Q3,69.51,1.7,0.25,2009-07-01,2.75,0.0,-7.41,3.1,-57.85,-92.26
SE,2009,Q4,71.38,2.3333333333333335,0.25,2009-10-01,2.69,37.25,0.0,11.6,-12.5,-91.04
SE,2010,Q1,72.44,2.6666666666666665,0.25,2010-01-01,1.49,14.29,0.0,10.23,29.03,-77.48
SE,2010,Q2,73.33,1.8333333333333333,0.25,2010-04-01,1.23,-31.25,0.0,8.4,7.84,-7.41
SE,2010,Q3,74.44,1.3333333333333333,0.25,2010-07-01,1.51,-27.27,0.0,7.09,-21.57,0.0
SE,2010,Q4,75.65,1.8,0.25,2010-10-01,1.63,35.0,0.0,5.98,-22.86,0.0
SE,2011,Q1,76.32,1.3333333333333333,0.25,2011-01-01,0.89,-25.93,0.0,5.36,-50.0,0.0
SE,2011,Q2,76.34,1.6666666666666667,0.47,2011-04-01,0.03,25.0,88.0,4.1,-9.09,88.0
SE,2011,Q3,76.16,1.5666666666666669,0.72,2011-07-01,-0.24,-6.0,53.19,2.31,17.5,188.0
SE,2011,Q4,74.67,0.8666666666666667,0.56,2011-10-01,-1.96,-44.68,-22.22,-1.3,-51.85,124.0
SE,2012,Q1,75.55,0.9666666666666668,0.25,2012-01-01,1.18,11.54,-55.36,-1.01,-27.5,0.0
SE,2012,Q2,76.66,0.9333333333333332,0.25,2012-04-01,1.47,-3.45,0.0,0.42,-44.0,-46.81
SE,2012,Q3,77.56,0.8666666666666667,0.03,2012-07-01,1.17,-7.14,-88.0,1.84,-44.68,-95.83
SE,2012,Q4,77.53,1.0,0.0,2012-10-01,-0.04,15.38,-100.0,3.83,15.38,-100.0
SE,2013,Q1,78.69,0.5333333333333333,0.0,2013-01-01,1.5,-46.67,,4.16,-44.83,-100.0
SE,2013,Q2,80.13,0.2666666666666666,0.0,2013-04-01,1.83,-50.0,,4.53,-71.43,-100.0
SE,2013,Q3,81.54,0.7000000000000001,0.0,2013-07-01,1.76,162.5,,5.13,-19.23,-100.0
SE,2013,Q4,82.78,0.3,0.0,2013-10-01,1.52,-57.14,,6.77,-70.0,
SE,2014,Q1,85.18,0.0,0.0,2014-01-01,2.9,-100.0,,8.25,-100.0,
SE,2014,Q2,87.07,0.3333333333333333,-0.02,2014-04-01,2.22,inf,-inf,8.66,25.0,-inf
SE,2014,Q3,89.97,0.2,-0.12,2014-07-01,3.33,-40.0,500.0,10.34,-71.43,-inf
SE,2014,Q4,91.39,0.3,-0.2,2014-10-01,1.58,50.0,66.67,10.4,0.0,-inf
SE,2015,Q1,95.21,0.6,-0.2,2015-01-01,4.18,100.0,0.0,11.78,inf,-inf
SE,2015,Q2,98.37,0.6,-0.2,2015-04-01,3.32,0.0,0.0,12.98,80.0,900.0
SE,2015,Q3,102.12,0.7666666666666666,-0.2,2015-07-01,3.81,27.78,0.0,13.5,283.33,66.67
SE,2015,Q4,104.3,0.7999999999999999,-0.23,2015-10-01,2.13,4.35,15.0,14.13,166.67,15.0
SE,2016,Q1,105.66,1.1,-0.32,2016-01-01,1.3,37.5,39.13,10.98,83.33,60.0
SE,2016,Q2,106.9,1.0,-0.4,2016-04-01,1.17,-9.09,25.0,8.67,66.67,100.0
SE,2016,Q3,109.35,1.0333333333333334,-0.4,2016-07-01,2.29,3.33,0.0,7.08,34.78,100.0
SE,2016,Q4,111.06,1.3666666666666665,-0.4,2016-10-01,1.56,32.26,0.0,6.48,70.83,73.91
SE,2017,Q1,114.02,1.6,-0.4,2017-01-01,2.67,17.07,0.0,7.91,45.45,25.0
SE,2017,Q2,115.97,1.8666666666666665,-0.4,2017-04-01,1.71,16.67,0.0,8.48,86.67,0.0
SE,2017,Q3,117.59,2.2333333333333334,-0.4,2017-07-01,1.4,19.64,0.0,7.54,116.13,0.0
SE,2017,Q4,114.13,1.7666666666666666,-0.4,2017-10-01,-2.94,-20.9,0.0,2.76,29.27,0.0
SE,2018,Q1,113.24,1.7333333333333334,-0.4,2018-01-01,-0.78,-1.89,0.0,-0.68,8.33,0.0
SE,2018,Q2,114.04,1.9666666666666668,-0.4,2018-04-01,0.71,13.46,0.0,-1.66,5.36,0.0
SE,2018,Q3,115.16,2.266666666666667,-0.4,2018-07-01,0.98,15.25,0.0,-2.07,1.49,0.0
SE,2018,Q4,114.96,2.2333333333333334,-0.4,2018-10-01,-0.17,-1.47,0.0,0.73,26.42,0.0
SE,2019,Q1,114.97,1.9,-0.4,2019-01-01,0.01,-14.93,0.0,1.53,9.62,0.0
SE,2019,Q2,116.51,1.9333333333333336,-0.4,2019-04-01,1.34,1.75,0.0,2.17,-1.69,0.0
SE,2019,Q3,118.54,1.3666666666666665,-0.41,2019-07-01,1.74,-29.31,2.5,2.94,-39.71,2.5
SE,2019,Q4,118.73,1.7,-0.5,2019-10-01,0.16,24.39,21.95,3.28,-23.88,25.0
SE,2020,Q1,120.2,1.2,-0.5,2020-01-01,1.24,-29.41,0.0,4.55,-36.84,25.0
SE,2020,Q2,120.3,0.2666666666666666,-0.5,2020-04-01,0.08,-77.78,0.0,3.25,-86.21,25.0
SE,2020,Q3,122.95,0.7666666666666666,-0.5,2020-07-01,2.2,187.5,0.0,3.72,-43.9,21.95
SE,2020,Q4,124.99,0.3999999999999999,-0.5,2020-10-01,1.66,-47.83,0.0,5.27,-76.47,0.0
SE,2021,Q1,128.9,1.9333333333333331,-0.5,2021-01-01,3.13,383.33,0.0,7.24,61.11,0.0
SE,2021,Q2,133.44,2.3333333333333335,-0.5,2021-04-01,3.52,20.69,0.0,10.92,775.0,0.0
SE,2021,Q3,136.89,2.433333333333333,-0.5,2021-07-01,2.59,4.29,0.0,11.34,217.39,0.0
SE,2021,Q4,138.62,3.9,-0.5,2021-10-01,1.26,60.27,0.0,10.9,875.0,0.0
SE,2022,Q1,142.19,4.866666666666667,-0.5,2022-01-01,2.58,24.79,0.0,10.31,151.72,0.0
SE,2022,Q2,142.86,7.666666666666667,-0.5,2022-04-01,0.47,57.53,0.0,7.06,228.57,0.0
SE,2022,Q3,138.46,9.366666666666667,0.0,2022-07-01,-3.08,22.17,-100.0,1.15,284.93,-100.0
SE,2022,Q4,133.49,10.233333333333334,1.3,2022-10-01,-3.59,9.25,inf,-3.7,162.39,-360.0
SE,2023,Q1,132.37,9.133333333333333,2.34,2023-01-01,-0.84,-10.75,80.0,-6.91,87.67,-568.0
SE,2023,Q2,133.15,6.8999999999999995,3.17,2023-04-01,0.59,-24.45,35.47,-6.8,-10.0,-734.0
SE,2023,Q3,132.61,4.833333333333333,3.69,2023-07-01,-0.41,-29.95,16.4,-4.23,-48.4,inf
SE,2023,Q4,129.59,3.0666666666666664,4.0,2023-10-01,-2.28,-36.55,8.4,-2.92,-70.03,207.69
SE,2024,Q1,130.3,2.766666666666667,4.0,2024-01-01,0.55,-9.78,0.0,-1.56,-69.71,70.94
SE,2024,Q2,132.13,2.1,3.95,2024-04-01,1.4,-24.1,-1.25,-0.77,-69.57,24.61
SE,2024,Q3,133.0,1.4,3.71,2024-07-01,0.66,-33.33,-6.08,0.29,-71.03,0.54
SE,2024,Q4,132.64,1.7333333333333334,3.27,2024-10-01,-0.27,23.81,-11.86,2.35,-43.48,-18.25
SE,2025,Q1,132.73,2.3000000000000003,2.79,2025-01-01,0.07,32.69,-14.68,1.86,-16.87,-30.25
SE,2025,Q2,133.01,2.433333333333333,2.26,2025-04-01,0.21,5.8,-19.0,0.67,15.87,-42.78
SE,2025,Q3,133.67,3.233333333333333,2.0,2025-07-01,0.5,32.88,-11.5,0.5,130.95,-46.09
SI,2007,Q1,115.66,2.6,2.55,2007-01-01,,,,,,
SI,2007,Q2,118.12,3.3000000000000003,2.8,2007-04-01,2.13,26.92,9.8,,,
SI,2007,Q3,122.08,3.7,3.0,2007-07-01,3.35,12.12,7.14,,,
SI,2007,Q4,127.52,5.533333333333334,3.0,2007-10-01,4.46,49.55,0.0,,,
SI,2008,Q1,129.32,6.433333333333334,3.0,2008-01-01,1.41,16.27,0.0,11.81,147.44,17.65
SI,2008,Q2,129.08,6.3999999999999995,3.0,2008-04-01,-0.19,-0.52,0.0,9.28,93.94,7.14
SI,2008,Q3,131.52,6.133333333333333,3.23,2008-07-01,1.89,-4.17,7.67,7.73,65.77,7.67
SI,2008,Q4,127.31,3.1666666666666665,2.79,2008-10-01,-3.2,-48.37,-13.62,-0.16,-42.77,-7.0
SI,2009,Q1,119.37,1.7,1.11,2009-01-01,-6.24,-46.32,-60.22,-7.69,-73.58,-63.0
SI,2009,Q2,116.93,0.6,0.27,2009-04-01,-2.04,-64.71,-75.68,-9.41,-90.62,-91.0
SI,2009,Q3,114.95,-0.1666666666666666,0.25,2009-07-01,-1.69,-127.78,-7.41,-12.6,-102.72,-92.26
SI,2009,Q4,116.97,1.3333333333333333,0.25,2009-10-01,1.76,-900.0,0.0,-8.12,-57.89,-91.04
SI,2010,Q1,117.41,1.6666666666666667,0.25,2010-01-01,0.38,25.0,0.0,-1.64,-1.96,-77.48
SI,2010,Q2,118.08,2.3666666666666667,0.25,2010-04-01,0.57,42.0,0.0,0.98,294.44,-7.41
SI,2010,Q3,116.53,2.233333333333333,0.25,2010-07-01,-1.31,-5.63,0.0,1.37,-1440.0,0.0
SI,2010,Q4,116.8,1.9666666666666668,0.25,2010-10-01,0.23,-11.94,0.0,-0.15,47.5,0.0
SI,2011,Q1,122.24,2.233333333333333,0.25,2011-01-01,4.66,13.56,0.0,4.11,34.0,0.0
SI,2011,Q2,121.89,2.0,0.47,2011-04-01,-0.29,-10.45,88.0,3.23,-15.49,88.0
SI,2011,Q3,119.01,1.5333333333333332,0.72,2011-07-01,-2.36,-23.33,53.19,2.13,-31.34,188.0
SI,2011,Q4,118.4,2.6,0.56,2011-10-01,-0.51,69.57,-22.22,1.37,32.2,124.0
SI,2012,Q1,113.6,2.5,0.25,2012-01-01,-4.05,-3.85,-55.36,-7.07,11.94,0.0
