country,year,quarter,hpi,inflation,interest_rate
MT,2021,Q4,138.99,2.1333333333333333,-0.5
MT,2022,Q1,139.69,4.266666666666667,-0.5
MT,2022,Q2,144.63,5.766666666666667,-0.5
MT,2022,Q3,146.23,7.066666666666666,0.0
MT,2022,Q4,147.24,7.3,1.3
MT,2023,Q1,149.89,6.966666666666666,2.34
MT,2023,Q2,152.24,6.3,3.17
MT,2023,Q3,154.51,5.166666666666667,3.69
MT,2023,Q4,157.05,3.9333333333333336,4.0
MT,2024,Q1,159.98,3.1333333333333333,4.0
MT,2024,Q2,162.74,2.3000000000000003,3.95
MT,2024,Q3,165.26,2.2666666666666666,3.71
MT,2024,Q4,166.96,2.1,3.27
MT,2025,Q1,169.36,1.9666666666666668,2.79
MT,2025,Q2,171.84,2.6,2.26
MT,2025,Q3,174.63,2.533333333333333,2.0
NL,2005,Q1,104.59,1.4333333333333333,1.0
NL,2005,Q2,105.68,1.2333333333333334,1.0
NL,2005,Q3,107.22,1.6333333333333335,1.0
NL,2005,Q4,107.7,1.7,1.07
NL,2006,Q1,108.87,1.5333333333333332,1.32
NL,2006,Q2,110.28,1.8,1.54
NL,2006,Q3,111.55,1.7333333333333334,1.89
NL,2006,Q4,112.56,1.5666666666666667,2.27
NL,2007,Q1,114.01,1.5,2.55
NL,2007,Q2,115.06,1.9000000000000001,2.8
NL,2007,Q3,117.26,1.2666666666666666,3.0
NL,2007,Q4,118.4,1.6666666666666667,3.0
NL,2008,Q1,118.46,1.9000000000000001,3.0
NL,2008,Q2,118.67,2.033333333333333,3.0
NL,2008,Q3,120.17,2.9333333333333336,3.23
NL,2008,Q4,117.64,2.033333333333333,2.79
NL,2009,Q1,116.48,1.8,1.11
NL,2009,Q2,113.12,1.5666666666666667,0.27
NL,2009,Q3,112.14,-0.06666666666666667,0.25
NL,2009,Q4,112.1,0.6,0.25
NL,2010,Q1,111.67,0.5,0.25
NL,2010,Q2,111.54,0.43333333333333335,0.25
NL,2010,Q3,111.68,1.3,0.25
NL,2010,Q4,111.02,1.5333333333333332,0.25
NL,2011,Q1,111.18,1.9000000000000001,0.25
NL,2011,Q2,109.59,2.233333333333333,0.47
NL,2011,Q3,109.17,3.1333333333333333,0.72
NL,2011,Q4,107.15,2.6333333333333333,0.56
NL,2012,Q1,105.19,2.9,0.25
NL,2012,Q2,103.45,2.6,0.25
NL,2012,Q3,99.39,2.566666666666667,0.03
NL,2012,Q4,99.79,3.3000000000000003,0.0
NL,2013,Q1,97.07,3.2000000000000006,0.0
NL,2013,Q2,95.04,3.033333333333333,0.0
NL,2013,Q3,95.69,2.766666666666667,0.0
NL,2013,Q4,95.42,1.3,0.0
NL,2014,Q1,95.82,0.43333333333333335,0.0
NL,2014,Q2,96.37,0.3333333333333333,-0.02
NL,2014,Q3,96.94,0.3333333333333333,-0.12
NL,2014,Q4,97.31,0.19999999999999998,-0.2
NL,2015,Q1,98.29,-0.5,-0.2
NL,2015,Q2,99.2,0.39999999999999997,-0.2
NL,2015,Q3,101.02,0.5,-0.2
NL,2015,Q4,101.5,0.43333333333333335,-0.23
NL,2016,Q1,102.52,0.3333333333333333,-0.32
NL,2016,Q2,104.03,-0.20000000000000004,-0.4
NL,2016,Q3,106.58,-0.19999999999999998,-0.4
NL,2016,Q4,108.03,0.4666666666666666,-0.4
NL,2017,Q1,110.2,1.3,-0.4
NL,2017,Q2,112.06,1.0333333333333332,-0.4
NL,2017,Q3,115.22,1.4666666666666668,-0.4
NL,2017,Q4,117.74,1.3333333333333333,-0.4
NL,2018,Q1,120.32,1.2666666666666666,-0.4
NL,2018,Q2,122.64,1.5333333333333332,-0.4
NL,2018,Q3,126.45,1.8,-0.4
NL,2018,Q4,128.2,1.8333333333333333,-0.4
NL,2019,Q1,130.34,2.5,-0.4
NL,2019,Q2,132.15,2.6666666666666665,-0.4
NL,2019,Q3,134.49,2.8000000000000003,-0.41
NL,2019,Q4,136.54,2.733333333333333,-0.5
NL,2020,Q1,139.3,1.3666666666666665,-0.5
NL,2020,Q2,142.6,1.2666666666666666,-0.5
NL,2020,Q3,146.0,0.9666666666666668,-0.5
NL,2020,Q4,148.37,0.9333333333333332,-0.5
NL,2021,Q1,153.72,1.8,-0.5
NL,2021,Q2,160.55,1.8,-0.5
NL,2021,Q3,169.59,2.3666666666666667,-0.5
NL,2021,Q4,175.9,5.333333333333333,-0.5
NL,2022,Q1,182.94,8.866666666666665,-0.5
NL,2022,Q2,188.58,10.433333333333332,-0.5
NL,2022,Q3,189.95,14.133333333333333,0.0
NL,2022,Q4,185.89,13.033333333333333,1.3
NL,2023,Q1,183.14,7.266666666666667,2.34
NL,2023,Q2,180.92,6.333333333333333,3.17
NL,2023,Q3,182.91,2.8000000000000003,3.69
NL,2023,Q4,186.07,0.4666666666666666,4.0
NL,2024,Q1,189.87,2.966666666666667,4.0
NL,2024,Q2,194.81,2.9,3.95
NL,2024,Q3,201.98,3.3666666666666667,3.71
NL,2024,Q4,206.31,3.6666666666666665,3.27
NL,2025,Q1,210.27,3.3000000000000003,2.79
NL,2025,Q2,213.35,3.266666666666666,2.26
NL,2025,Q3,217.61,2.6333333333333333,2.0
PL,2010,Q1,104.6,3.4,0.25
PL,2010,Q2,105.87,2.4,0.25
PL,2010,Q3,106.02,2.1,0.25
PL,2010,Q4,105.95,2.733333333333333,0.25
PL,2011,Q1,105.88,3.6333333333333333,0.25
PL,2011,Q2,106.57,4.033333333333333,0.47
PL,2011,Q3,105.41,3.6666666666666665,0.72
PL,2011,Q4,104.92,4.266666666666667,0.56
PL,2012,Q1,103.5,4.133333333333333,0.25
PL,2012,Q2,102.82,3.966666666666667,0.25
PL,2012,Q3,101.41,3.9666666666666663,0.03
PL,2012,Q4,100.29,2.733333333333333,0.0
PL,2013,Q1,97.7,1.2666666666666666,0.0
PL,2013,Q2,97.52,0.5333333333333333,0.0
PL,2013,Q3,97.43,0.8666666666666667,0.0
PL,2013,Q4,97.49,0.6,0.0
PL,2014,Q1,97.15,0.6333333333333333,0.0
PL,2014,Q2,99.3,0.3,-0.02
PL,2014,Q3,98.66,-0.16666666666666666,-0.12
PL,2014,Q4,98.89,-0.4333333333333333,-0.2
PL,2015,Q1,99.06,-1.2,-0.2
PL,2015,Q2,100.43,-0.6333333333333333,-0.2
PL,2015,Q3,100.63,-0.4666666666666666,-0.2
PL,2015,Q4,99.88,-0.5,-0.23
PL,2016,Q1,100.0,-0.3,-0.32
PL,2016,Q2,100.84,-0.43333333333333335,-0.4
PL,2016,Q3,102.73,-0.43333333333333335,-0.4
PL,2016,Q4,103.86,0.4000000000000001,-0.4
PL,2017,Q1,103.33,1.7,-0.4
PL,2017,Q2,105.44,1.5333333333333332,-0.4
PL,2017,Q3,106.5,1.4666666666666668,-0.4
PL,2017,Q4,107.86,1.7666666666666666,-0.4
PL,2018,Q1,109.48,1.0,-0.4
PL,2018,Q2,111.95,1.1666666666666667,-0.4
PL,2018,Q3,113.43,1.4333333333333333,-0.4
PL,2018,Q4,116.11,1.1666666666666667,-0.4
PL,2019,Q1,118.34,1.2,-0.4
PL,2019,Q2,121.1,2.1999999999999997,-0.4
PL,2019,Q3,123.59,2.5,-0.41
PL,2019,Q4,127.06,2.5666666666666664,-0.5
PL,2020,Q1,131.66,3.933333333333333,-0.5
PL,2020,Q2,134.31,3.3666666666666667,-0.5
PL,2020,Q3,137.06,3.733333333333333,-0.5
PL,2020,Q4,138.42,3.6333333333333333,-0.5
PL,2021,Q1,141.16,3.866666666666667,-0.5
PL,2021,Q2,145.5,4.6,-0.5
PL,2021,Q3,149.28,5.1000000000000005,-0.5
PL,2021,Q4,155.15,7.266666666666667,-0.5
PL,2022,Q1,160.3,9.0,-0.5
PL,2022,Q2,163.5,12.799999999999999,-0.5
PL,2022,Q3,167.38,14.9,0.0
PL,2022,Q4,169.64,15.933333333333332,1.3
PL,2023,Q1,169.52,16.099999999999998,2.34
PL,2023,Q2,175.0,12.5,3.17
PL,2023,Q3,182.88,9.166666666666666,3.69
PL,2023,Q4,191.72,6.266666666666667,4.0
PL,2024,Q1,200.04,3.6333333333333333,4.0
PL,2024,Q2,205.92,2.9,3.95
PL,2024,Q3,209.2,4.066666666666666,3.71
PL,2024,Q4,211.65,4.0,3.27
PL,2025,Q1,213.2,4.333333333333333,2.79
PL,2025,Q2,215.66,3.533333333333333,2.26
PL,2025,Q3,217.54,2.8333333333333335,2.0
PT,2008,Q1,109.23,3.0,3.0
PT,2008,Q2,109.59,2.9,3.0
PT,2008,Q3,106.56,3.1333333333333333,3.23
PT,2008,Q4,104.74,1.5666666666666667,2.79
PT,2009,Q1,105.67,-0.13333333333333333,1.11
PT,2009,Q2,106.65,-1.1333333333333335,0.27
PT,2009,Q3,106.7,-1.5,0.25
PT,2009,Q4,107.13,-0.8333333333333334,0.25
PT,2010,Q1,107.74,0.3,0.25
PT,2010,Q2,108.16,0.9666666666666668,0.25
PT,2010,Q3,107.32,1.9666666666666668,0.25
PT,2010,Q4,106.21,2.3000000000000003,0.25
PT,2011,Q1,105.45,3.6666666666666665,0.25
PT,2011,Q2,103.18,3.6666666666666665,0.47
PT,2011,Q3,101.49,3.1,0.72
PT,2011,Q4,98.25,3.766666666666667,0.56
PT,2012,Q1,96.84,3.3000000000000003,0.25
PT,2012,Q2,94.64,2.766666666666667,0.25
PT,2012,Q3,93.7,2.9333333333333336,0.03
PT,2012,Q4,94.31,2.033333333333333,0.0
PT,2013,Q1,92.45,0.43333333333333335,0.0
PT,2013,Q2,92.25,0.8333333333333334,0.0
PT,2013,Q3,92.75,0.43333333333333335,0.0
PT,2013,Q4,94.89,0.10000000000000002,0.0
PT,2014,Q1,96.16,-0.13333333333333333,0.0
PT,2014,Q2,97.7,-0.19999999999999998,-0.02
PT,2014,Q3,97.31,-0.26666666666666666,-0.12
PT,2014,Q4,96.98,-0.033333333333333326,-0.2
PT,2015,Q1,96.94,-0.033333333333333326,-0.2
PT,2015,Q2,100.57,0.7666666666666666,-0.2
PT,2015,Q3,100.65,0.7666666666666666,-0.2
PT,2015,Q4,101.84,0.5333333333333333,-0.23
PT,2016,Q1,103.67,0.4666666666666666,-0.32
PT,2016,Q2,106.91,0.5333333333333333,-0.4
PT,2016,Q3,108.31,0.7333333333333334,-0.4
PT,2016,Q4,109.57,0.8333333333333334,-0.4
PT,2017,Q1,111.89,1.4333333333333333,-0.4
PT,2017,Q2,115.51,1.7,-0.4
PT,2017,Q3,119.6,1.3,-0.4
PT,2017,Q4,121.06,1.7666666666666666,-0.4
PT,2018,Q1,125.58,0.8666666666666667,-0.4
PT,2018,Q2,128.49,1.2333333333333334,-0.4
PT,2018,Q3,129.72,1.7666666666666668,-0.4
PT,2018,Q4,132.34,0.7666666666666666,-0.4
PT,2019,Q1,137.14,0.7666666666666666,-0.4
PT,2019,Q2,140.65,0.6333333333333333,-0.4
PT,2019,Q3,143.67,-0.3666666666666667,-0.41
PT,2019,Q4,146.07,0.16666666666666666,-0.5
PT,2020,Q1,151.67,0.46666666666666673,-0.5
PT,2020,Q2,154.34,-0.16666666666666666,-0.5
PT,2020,Q3,153.61,-0.3666666666666667,-0.5
PT,2020,Q4,157.69,-0.43333333333333335,-0.5
PT,2021,Q1,161.7,0.19999999999999998,-0.5
PT,2021,Q2,166.4,-0.06666666666666665,-0.5
PT,2021,Q3,171.3,1.2333333333333334,-0.5
PT,2021,Q4,175.96,2.4,-0.5
PT,2022,Q1,182.64,4.433333333333334,-0.5
PT,2022,Q2,188.31,8.166666666666666,-0.5
PT,2022,Q3,193.82,9.5,0.0
PT,2022,Q4,195.91,10.200000000000001,1.3
PT,2023,Q1,198.55,8.4,2.34
PT,2023,Q2,204.74,5.666666666666667,3.17
PT,2023,Q3,208.48,4.8,3.69
PT,2023,Q4,211.27,2.4333333333333336,4.0
PT,2024,Q1,212.45,2.466666666666667,4.0
PT,2024,Q2,220.74,3.0666666666666664,3.95
PT,2024,Q3,228.89,2.3666666666666667,3.71
PT,2024,Q4,235.68,2.8000000000000003,3.27
PT,2025,Q1,247.05,2.3666666666666667,2.79
PT,2025,Q2,258.78,1.9666666666666668,2.26
PT,2025,Q3,269.35,2.3000000000000003,2.0
RO,2009,Q1,132.7,6.8,1.11
RO,2009,Q2,126.97,6.033333333333334,0.27
RO,2009,Q3,126.51,4.933333333333334,0.25
RO,2009,Q4,130.93,4.533333333333333,0.25
RO,2010,Q1,123.93,4.633333333333334,0.25
RO,2010,Q2,121.99,4.333333333333333,0.25
RO,2010,Q3,117.48,7.466666666666666,0.25
RO,2010,Q4,114.77,7.833333333333333,0.25
RO,2011,Q1,110.14,7.533333333333334,0.25
RO,2011,Q2,108.11,8.299999999999999,0.47
RO,2011,Q3,102.31,4.233333333333333,0.72
RO,2011,Q4,98.75,3.4333333333333336,0.56
RO,2012,Q1,101.74,2.6666666666666665,0.25
RO,2012,Q2,101.15,2.033333333333333,0.25
RO,2012,Q3,97.44,4.166666666666667,0.03
RO,2012,Q4,97.71,4.666666666666667,0.0
RO,2013,Q1,100.99,4.8,0.0
RO,2013,Q2,100.42,4.433333333333334,0.0
RO,2013,Q3,98.04,2.3666666666666667,0.0
RO,2013,Q4,97.59,1.2666666666666666,0.0
RO,2014,Q1,98.37,1.2666666666666666,0.0
RO,2014,Q2,96.88,1.2666666666666668,-0.02
RO,2014,Q3,96.01,1.5333333333333332,-0.12
RO,2014,Q4,97.62,1.4333333333333333,-0.2
RO,2015,Q1,101.01,0.5666666666666668,-0.2
RO,2015,Q2,99.76,0.3333333333333333,-0.2
RO,2015,Q3,98.87,-1.5333333333333332,-0.2
RO,2015,Q4,100.36,-1.0,-0.23
RO,2016,Q1,103.65,-2.0,-0.32
RO,2016,Q2,106.59,-2.1,-0.4
RO,2016,Q3,105.86,-0.03333333333333333,-0.4
RO,2016,Q4,107.7,-0.06666666666666667,-0.4
RO,2017,Q1,108.96,0.4000000000000001,-0.4
RO,2017,Q2,114.27,0.6,-0.4
RO,2017,Q3,112.44,0.9333333333333332,-0.4
RO,2017,Q4,113.75,2.4,-0.4
RO,2018,Q1,116.1,3.733333333333333,-0.4
RO,2018,Q2,119.66,4.533333333333333,-0.4
RO,2018,Q3,118.88,4.566666666666666,-0.4
RO,2018,Q4,119.83,3.466666666666667,-0.4
RO,2019,Q1,119.91,3.8000000000000003,-0.4
RO,2019,Q2,121.79,4.233333333333333,-0.4
RO,2019,Q3,123.57,3.9,-0.41
RO,2019,Q4,125.49,3.6666666666666665,-0.5
RO,2020,Q1,129.62,3.1666666666666665,-0.5
RO,2020,Q2,129.77,2.1,-0.5
RO,2020,Q3,126.38,2.3666666666666667,-0.5
RO,2020,Q4,127.97,1.7666666666666666,-0.5
RO,2021,Q1,131.45,2.3333333333333335,-0.5
RO,2021,Q2,133.61,3.1333333333333333,-0.5
RO,2021,Q3,133.78,4.333333333333333,-0.5
RO,2021,Q4,137.51,6.633333333333333,-0.5
RO,2022,Q1,139.82,8.233333333333333,-0.5
RO,2022,Q2,144.94,12.366666666666667,-0.5
RO,2022,Q3,143.2,13.233333333333334,0.0
RO,2022,Q4,146.83,14.066666666666668,1.3
RO,2023,Q1,146.28,13.0,2.34
RO,2023,Q2,145.14,9.766666666666667,3.17
RO,2023,Q3,150.02,9.133333333333333,3.69
RO,2023,Q4,152.28,7.400000000000001,4.0
RO,2024,Q1,154.26,7.033333333333334,4.0
RO,2024,Q2,155.06,5.766666666666667,3.95
RO,2024,Q3,155.86,5.3,3.71
RO,2024,Q4,158.36,5.3,3.27
RO,2025,Q1,161.75,5.2,2.79
RO,2025,Q2,162.38,5.366666666666667,2.26
RO,2025,Q3,166.14,7.8999999999999995,2.0
SE,2005,Q1,49.47,0.7666666666666666,1.0
SE,2005,Q2,51.12,0.5,1.0
SE,2005,Q3,53.09,0.9666666666666668,1.0
SE,2005,Q4,54.48,1.0999999999999999,1.07
SE,2006,Q1,56.39,1.2,1.32
SE,2006,Q2,58.0,1.8666666666666665,1.54
SE,2006,Q3,59.54,1.5,1.89
SE,2006,Q4,59.9,1.4000000000000001,2.27
SE,2007,Q1,62.19,1.6333333333333335,2.55
SE,2007,Q2,65.98,1.3666666666666665,2.8
SE,2007,Q3,68.36,1.4000000000000001,3.0
SE,2007,Q4,66.41,2.2666666666666666,3.0
SE,2008,Q1,66.61,3.0666666666666664,3.0
SE,2008,Q2,67.9,3.6333333333333333,3.0
SE,2008,Q3,67.42,4.033333333333333,3.23
SE,2008,Q4,63.96,2.6666666666666665,2.79
SE,2009,Q1,65.72,2.066666666666667,1.11
SE,2009,Q2,67.65,1.7,0.27
SE,2009,Q3,69.51,1.7,0.25
SE,2009,Q4,71.38,2.3333333333333335,0.25
SE,2010,Q1,72.44,2.6666666666666665,0.25
SE,2010,Q2,73.33,1.8333333333333333,0.25
SE,2010,Q3,74.44,1.3333333333333333,0.25
SE,2010,Q4,75.65,1.8,0.25
SE,2011,Q1,76.32,1.3333333333333333,0.25
SE,2011,Q2,76.34,1.6666666666666667,0.47
SE,2011,Q3,76.16,1.5666666666666667,0.72
SE,2011,Q4,74.67,0.8666666666666667,0.56
SE,2012,Q1,75.55,0.9666666666666668,0.25
SE,2012,Q2,76.66,0.9333333333333332,0.25
SE,2012,Q3,77.56,0.8666666666666667,0.03
SE,2012,Q4,77.53,1.0,0.0
SE,2013,Q1,78.69,0.5333333333333333,0.0
SE,2013,Q2,80.13,0.26666666666666666,0.0
SE,2013,Q3,81.54,0.7000000000000001,0.0
SE,2013,Q4,82.78,0.3,0.0
SE,2014,Q1,85.18,0.0,0.0
SE,2014,Q2,87.07,0.3333333333333333,-0.02
SE,2014,Q3,89.97,0.20000000000000004,-0.12
SE,2014,Q4,91.39,0.3,-0.2
SE,2015,Q1,95.21,0.6,-0.2
SE,2015,Q2,98.37,0.6,-0.2
SE,2015,Q3,102.12,0.7666666666666666,-0.2
SE,2015,Q4,104.3,0.7999999999999999,-0.23
SE,2016,Q1,105.66,1.0999999999999999,-0.32
SE,2016,Q2,106.9,1.0,-0.4
SE,2016,Q3,109.35,1.0333333333333334,-0.4
SE,2016,Q4,111.06,1.3666666666666665,-0.4
SE,2017,Q1,114.02,1.5999999999999999,-0.4
SE,2017,Q2,115.97,1.8666666666666665,-0.4
SE,2017,Q3,117.59,2.2333333333333334,-0.4
SE,2017,Q4,114.13,1.7666666666666666,-0.4
SE,2018,Q1,113.24,1.7333333333333334,-0.4
SE,2018,Q2,114.04,1.9666666666666668,-0.4
SE,2018,Q3,115.16,2.266666666666667,-0.4
SE,2018,Q4,114.96,2.2333333333333334,-0.4
SE,2019,Q1,114.97,1.9000000000000001,-0.4
SE,2019,Q2,116.51,1.9333333333333336,-0.4
SE,2019,Q3,118.54,1.3666666666666665,-0.41
SE,2019,Q4,118.73,1.7,-0.5
SE,2020,Q1,120.2,1.2,-0.5
SE,2020,Q2,120.3,0.26666666666666666,-0.5
SE,2020,Q3,122.95,0.7666666666666666,-0.5
SE,2020,Q4,124.99,0.39999999999999997,-0.5
SE,2021,Q1,128.9,1.9333333333333333,-0.5
SE,2021,Q2,133.44,2.3333333333333335,-0.5
SE,2021,Q3,136.89,2.433333333333333,-0.5
SE,2021,Q4,138.62,3.9,-0.5
SE,2022,Q1,142.19,4.866666666666667,-0.5
SE,2022,Q2,142.86,7.666666666666667,-0.5
SE,2022,Q3,138.46,9.366666666666667,0.0
SE,2022,Q4,133.49,10.233333333333334,1.3
SE,2023,Q1,132.37,9.133333333333333,2.34
SE,2023,Q2,133.15,6.8999999999999995,3.17
SE,2023,Q3,132.61,4.833333333333333,3.69
SE,2023,Q4,129.59,3.0666666666666664,4.0
SE,2024,Q1,130.3,2.766666666666667,4.0
SE,2024,Q2,132.13,2.1,3.95
SE,2024,Q3,133.0,1.4000000000000001,3.71
SE,2024,Q4,132.64,1.7333333333333334,3.27
SE,2025,Q1,132.73,2.3000000000000003,2.79
SE,2025,Q2,133.01,2.433333333333333,2.26
SE,2025,Q3,133.67,3.233333333333333,2.0
SI,2007,Q1,115.66,2.6,2.55
SI,2007,Q2,118.12,3.3000000000000003,2.8
SI,2007,Q3,122.08,3.6999999999999997,3.0
SI,2007,Q4,127.52,5.533333333333334,3.0
SI,2008,Q1,129.32,6.433333333333334,3.0
SI,2008,Q2,129.08,6.3999999999999995,3.0
SI,2008,Q3,131.52,6.133333333333333,3.23
SI,2008,Q4,127.31,3.1666666666666665,2.79
SI,2009,Q1,119.37,1.7,1.11
SI,2009,Q2,116.93,0.6,0.27
SI,2009,Q3,114.95,-0.16666666666666666,0.25
SI,2009,Q4,116.97,1.3333333333333333,0.25
SI,2010,Q1,117.41,1.6666666666666667,0.25
SI,2010,Q2,118.08,2.3666666666666667,0.25
SI,2010,Q3,116.53,2.233333333333333,0.25
SI,2010,Q4,116.8,1.9666666666666668,0.25
SI,2011,Q1,122.24,2.233333333333333,0.25
SI,2011,Q2,121.89,2.0,0.47
SI,2011,Q3,119.01,1.5333333333333332,0.72
SI,2011,Q4,118.4,2.6,0.56
SI,2012,Q1,113.6,2.5,0.25
SI,2012,Q2,114.91,2.5666666666666664,0.25
SI,2012,Q3,111.9,3.1333333333333333,0.03
SI,2012,Q4,107.95,3.033333333333333,0.0
SI,2013,Q1,108.72,2.6333333333333333,0.0
SI,2013,Q2,109.6,1.8,0.0
SI,2013,Q3,103.3,2.1999999999999997,0.0
SI,2013,Q4,103.22,1.0999999999999999,0.0
SI,2014,Q1,101.51,0.5666666666666667,0.0
SI,2014,Q2,98.84,0.8333333333333334,-0.02
SI,2014,Q3,97.77,0.06666666666666667,-0.12
SI,2014,Q4,98.69,-0.03333333333333333,-0.2
SI,2015,Q1,100.11,-0.5333333333333333,-0.2
SI,2015,Q2,102.38,-0.8666666666666667,-0.2
SI,2015,Q3,98.77,-0.7666666666666666,-0.2
SI,2015,Q4,98.74,-0.8666666666666667,-0.23
SI,2016,Q1,100.94,-0.8666666666666667,-0.32
SI,2016,Q2,102.84,-0.39999999999999997,-0.4
SI,2016,Q3,103.69,-0.03333333333333333,-0.4
SI,2016,Q4,105.54,0.6666666666666666,-0.4
SI,2017,Q1,107.68,2.0,-0.4
SI,2017,Q2,111.33,1.3666666666666665,-0.4
SI,2017,Q3,112.17,1.3333333333333333,-0.4
SI,2017,Q4,115.96,1.5333333333333332,-0.4
SI,2018,Q1,118.04,1.5333333333333332,-0.4
SI,2018,Q2,119.93,2.1333333333333333,-0.4
SI,2018,Q3,122.67,2.1,-0.4
SI,2018,Q4,125.55,1.9333333333333333,-0.4
SI,2019,Q1,126.98,1.3666666666666665,-0.4
SI,2019,Q2,128.83,1.7666666666666666,-0.4
SI,2019,Q3,131.33,2.033333333333333,-0.41
SI,2019,Q4,131.62,1.6333333333333335,-0.5
SI,2020,Q1,132.99,1.6666666666666667,-0.5
SI,2020,Q2,135.56,-1.1666666666666667,-0.5
SI,2020,Q3,135.65,-0.5666666666666667,-0.5
SI,2020,Q4,138.43,-0.9333333333333332,-0.5
SI,2021,Q1,142.65,-0.6333333333333333,-0.5
SI,2021,Q2,149.21,2.0333333333333337,-0.5
SI,2021,Q3,153.15,2.266666666666667,-0.5
SI,2021,Q4,160.26,4.5,-0.5
SI,2022,Q1,166.93,6.333333333333333,-0.5
SI,2022,Q2,172.43,8.966666666666667,-0.5
SI,2022,Q3,176.4,11.266666666666666,0.0
SI,2022,Q4,178.83,10.633333333333335,1.3
SI,2023,Q1,181.96,9.9,2.34
SI,2023,Q2,185.39,7.966666666666666,3.17
SI,2023,Q3,186.33,6.3,3.69
SI,2023,Q4,191.19,4.966666666666666,4.0
SI,2024,Q1,195.44,3.4,4.0
SI,2024,Q2,198.33,2.3666666666666667,3.95
SI,2024,Q3,201.54,1.0666666666666667,3.71
SI,2024,Q4,205.71,1.2,3.27
SI,2025,Q1,201.66,2.1333333333333333,2.79
SI,2025,Q2,209.31,2.233333333333333,2.26
SI,2025,Q3,207.03,2.8666666666666667,2.0
SK,2006,Q1,71.76,4.233333333333333,1.32
SK,2006,Q2,74.64,4.566666666666666,1.54
SK,2006,Q3,76.58,4.833333333333333,1.89
SK,2006,Q4,80.96,3.466666666666667,2.27
SK,2007,Q1,87.45,2.066666666666667,2.55
SK,2007,Q2,93.62,1.6666666666666667,2.8
SK,2007,Q3,101.56,1.3666666666666665,3.0
SK,2007,Q4,109.38,2.4,3.0
SK,2008,Q1,116.6,3.4,3.0
SK,2008,Q2,120.39,3.966666666666667,3.0
SK,2008,Q3,114.77,4.5,3.23
SK,2008,Q4,110.44,3.8666666666666667,2.79
SK,2009,Q1,103.39,2.3000000000000003,1.11
SK,2009,Q2,98.59,1.0666666666666667,0.27
SK,2009,Q3,103.19,0.3666666666666667,0.25
SK,2009,Q4,98.09,-0.03333333333333333,0.25
SK,2010,Q1,97.83,-0.03333333333333335,0.25
SK,2010,Q2,97.23,0.6999999999999998,0.25
SK,2010,Q3,96.53,1.0666666666666667,0.25
SK,2010,Q4,96.63,1.0999999999999999,0.25
SK,2011,Q1,96.78,3.5,0.25
SK,2011,Q2,95.35,4.066666666666666,0.47
SK,2011,Q3,95.84,4.1000000000000005,0.72
SK,2011,Q4,94.42,4.666666666666667,0.56
SK,2012,Q1,93.74,3.966666666666667,0.25
SK,2012,Q2,92.89,3.6,0.25
SK,2012,Q3,93.51,3.7999999999999994,0.03
SK,2012,Q4,91.63,3.6,0.0
SK,2013,Q1,93.72,2.233333333333333,0.0
SK,2013,Q2,93.93,1.7333333333333334,0.0
SK,2013,Q3,93.58,1.3666666666666665,0.0
SK,2013,Q4,93.52,0.5333333333333333,0.0
SK,2014,Q1,93.4,-0.10000000000000002,0.0
SK,2014,Q2,94.91,-0.10000000000000002,-0.02
SK,2014,Q3,94.81,-0.13333333333333333,-0.12
SK,2014,Q4,96.7,-0.03333333333333333,-0.2
SK,2015,Q1,98.26,-0.5,-0.2
SK,2015,Q2,100.16,-0.10000000000000002,-0.2
SK,2015,Q3,100.23,-0.3,-0.2
SK,2015,Q4,101.34,-0.4666666666666666,-0.23
SK,2016,Q1,103.15,-0.4666666666666666,-0.32
SK,2016,Q2,106.06,-0.6,-0.4
SK,2016,Q3,107.73,-0.7333333333333334,-0.4
SK,2016,Q4,109.72,-0.09999999999999999,-0.4
SK,2017,Q1,106.88,1.0,-0.4
SK,2017,Q2,113.01,0.9666666666666668,-0.4
SK,2017,Q3,115.6,1.6333333333333335,-0.4
SK,2017,Q4,116.16,1.9666666666666668,-0.4
SK,2018,Q1,119.56,2.4333333333333336,-0.4
SK,2018,Q2,120.98,2.8666666666666667,-0.4
SK,2018,Q3,120.68,2.733333333333333,-0.4
SK,2018,Q4,124.06,2.1333333333333333,-0.4
SK,2019,Q1,126.39,2.4,-0.4
SK,2019,Q2,131.03,2.6,-0.4
SK,2019,Q3,134.6,3.0,-0.41
SK,2019,Q4,137.58,3.1,-0.5
SK,2020,Q1,142.98,2.9,-0.5
SK,2020,Q2,143.75,2.0,-0.5
SK,2020,Q3,145.89,1.5333333333333332,-0.5
SK,2020,Q4,147.47,1.6000000000000003,-0.5
SK,2021,Q1,145.74,1.0333333333333334,-0.5
SK,2021,Q2,150.53,2.066666666666667,-0.5
SK,2021,Q3,157.59,3.4,-0.5
SK,2021,Q4,163.21,4.766666666666667,-0.5
SK,2022,Q1,166.42,8.533333333333333,-0.5
SK,2022,Q2,175.57,11.766666666666666,-0.5
SK,2022,Q3,180.57,13.266666666666666,0.0
SK,2022,Q4,179.07,14.866666666666667,1.3
SK,2023,Q1,178.82,15.1,2.34
SK,2023,Q2,171.75,12.533333333333333,3.17
SK,2023,Q3,173.2,9.633333333333333,3.69
SK,2023,Q4,176.56,7.1000000000000005,4.0
SK,2024,Q1,173.51,3.6333333333333333,4.0
SK,2024,Q2,178.7,2.466666666666667,3.95
