STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,NL,Netherlands,2019-Q2,,1.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,NL,Netherlands,2019-Q3,,1.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,NL,Netherlands,2019-Q4,,1.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,NL,Netherlands,2020-Q1,,2.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,NL,Netherlands,2020-Q2,,2.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,NL,Netherlands,2020-Q3,,2.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,NL,Netherlands,2020-Q4,,1.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,NL,Netherlands,2021-Q1,,3.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,NL,Netherlands,2021-Q2,,4.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,NL,Netherlands,2021-Q3,,5.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,NL,Netherlands,2021-Q4,,3.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,NL,Netherlands,2022-Q1,,4.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,NL,Netherlands,2022-Q2,,3.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,NL,Netherlands,2022-Q3,,0.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,NL,Netherlands,2022-Q4,,-2.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,NL,Netherlands,2023-Q1,,-1.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,NL,Netherlands,2023-Q2,,-1.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,NL,Netherlands,2023-Q3,,1.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,NL,Netherlands,2023-Q4,,1.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,NL,Netherlands,2024-Q1,,2.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,NL,Netherlands,2024-Q2,,2.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,NL,Netherlands,2024-Q3,,3.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,NL,Netherlands,2024-Q4,,2.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,NL,Netherlands,2025-Q1,,1.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,NL,Netherlands,2025-Q2,,1.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,NL,Netherlands,2025-Q3,,2.0,,p,provisional,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2010-Q2,,1.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2010-Q3,,0.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2010-Q4,,-0.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2011-Q1,,-0.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2011-Q2,,0.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2011-Q3,,-1.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2011-Q4,,-0.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2012-Q1,,-1.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2012-Q2,,-0.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2012-Q3,,-1.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2012-Q4,,-1.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2013-Q1,,-2.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2013-Q2,,-0.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2013-Q3,,-0.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2013-Q4,,0.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2014-Q1,,-0.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2014-Q2,,2.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2014-Q3,,-0.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2014-Q4,,0.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2015-Q1,,0.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2015-Q2,,1.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2015-Q3,,0.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2015-Q4,,-0.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2016-Q1,,0.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2016-Q2,,0.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2016-Q3,,1.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2016-Q4,,1.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2017-Q1,,-0.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2017-Q2,,2.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2017-Q3,,1.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2017-Q4,,1.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2018-Q1,,1.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2018-Q2,,2.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2018-Q3,,1.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2018-Q4,,2.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2019-Q1,,1.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2019-Q2,,2.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2019-Q3,,2.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2019-Q4,,2.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2020-Q1,,3.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2020-Q2,,2.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2020-Q3,,2.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2020-Q4,,1.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2021-Q1,,2.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2021-Q2,,3.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2021-Q3,,2.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2021-Q4,,3.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2022-Q1,,3.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2022-Q2,,2.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2022-Q3,,2.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2022-Q4,,1.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2023-Q1,,-0.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2023-Q2,,3.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2023-Q3,,4.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2023-Q4,,4.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2024-Q1,,4.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2024-Q2,,2.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2024-Q3,,1.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2024-Q4,,1.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2025-Q1,,0.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2025-Q2,,1.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PL,Poland,2025-Q3,,0.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2008-Q2,,0.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2008-Q3,,-2.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2008-Q4,,-1.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2009-Q1,,0.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2009-Q2,,0.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2009-Q3,,0.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2009-Q4,,0.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2010-Q1,,0.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2010-Q2,,0.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2010-Q3,,-0.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2010-Q4,,-1.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2011-Q1,,-0.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2011-Q2,,-2.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2011-Q3,,-1.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2011-Q4,,-3.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2012-Q1,,-1.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2012-Q2,,-2.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2012-Q3,,-1.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2012-Q4,,0.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2013-Q1,,-2.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2013-Q2,,-0.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2013-Q3,,0.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2013-Q4,,2.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2014-Q1,,1.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2014-Q2,,1.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2014-Q3,,-0.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2014-Q4,,-0.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2015-Q1,,0.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2015-Q2,,3.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2015-Q3,,0.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2015-Q4,,1.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2016-Q1,,1.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2016-Q2,,3.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2016-Q3,,1.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2016-Q4,,1.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2017-Q1,,2.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2017-Q2,,3.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2017-Q3,,3.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2017-Q4,,1.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2018-Q1,,3.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2018-Q2,,2.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2018-Q3,,1.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2018-Q4,,2.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2019-Q1,,3.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2019-Q2,,2.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2019-Q3,,2.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2019-Q4,,1.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2020-Q1,,3.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2020-Q2,,1.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2020-Q3,,-0.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2020-Q4,,2.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2021-Q1,,2.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2021-Q2,,2.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2021-Q3,,2.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2021-Q4,,2.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2022-Q1,,3.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2022-Q2,,3.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2022-Q3,,2.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2022-Q4,,1.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2023-Q1,,1.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2023-Q2,,3.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2023-Q3,,1.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2023-Q4,,1.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2024-Q1,,0.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2024-Q2,,3.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2024-Q3,,3.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2024-Q4,,3.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2025-Q1,,4.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2025-Q2,,4.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,PT,Portugal,2025-Q3,,4.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,RO,Romania,2009-Q2,,-4.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,RO,Romania,2009-Q3,,-0.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,RO,Romania,2009-Q4,,3.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,RO,Romania,2010-Q1,,-5.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,RO,Romania,2010-Q2,,-1.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,RO,Romania,2010-Q3,,-3.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_Q,Quarterly rate of change,RO,Romania,2010-Q4,,-2.3,,,,,
